"0Cr18Ni13Si4 (GB) ,195000000983.245,0.27,8000.000133,77000001342.9146,520000000,205000000,0.000017,499.999993,16.3"
"1Cr17Mn6Ni5N(GB) ,207000000000,0.27,7859.9999,0,520000000,275000000,0.000017,501.99998,16.3"
"ZG20Cr13 ,190000000000,0.26,7700,79000000000,588000000,392000000,0.000015,520,37"
"ZG0Cr13Ni6Mo# ,203000000000,0.291,7730,78600000000,588000000,392000000,0.00001078,520,37"
"Bronze ,110000000000,0.3,7400,43000000000,551485000,275742000,0.000017,380,56"
"QBe1.7 ,115000000000,0.3,8260,50000000000,483000000,221000000,0.0000167,0,118"
"QBe2 ,125000000000,0.3,8250,50000000000,469000000,172000000,0.0000167,0,105"
"H90 ,100000000000,0.33,8500,37000000000,448413000,239689000,0.000018,390,110"
"HPb63-3 ,105000000000,0,8500,39000000000,338000000,117000000,0.0000203,0,115"
"QCr0.5-0.2-0.1 ,130000000000,0,8890,50000000000,234000000,97000000,0.0000176,0,171"
"QCd-1 ,110000000000,0.37,8900,40000000000,394380000,258646000,0.000024,390,390"
"QMn5 ,110000000000,0.37,8300,39000000000,448081000,206807000,0.000022,380,9.6"
"QSn4-3 ,1100000000000,0.33,8800,37000000000,261955000,110297000,0.000018,380,47"
"QSn6.5-0.4 ,110000000000,0,8780,41000000000,455000000,193000000,0.0000184,0,50"
"ZChPbSB16-16-2# ,36200000000,0.32,9280,13700000000,261955000,110297000,0.0000233,380,47"
"ZChSnSb11-6# ,58800000000,0.36,7170,13700000000,261955000,110297000,0.0000226,380,47"
"ZChSnSb8-4# ,55900000000,0.36,7160,13700000000,261955000,110297000,0.0000223,380,47"
"ZCuAL10Fe3# ,119000000000,0.33,7750,44900000000,261955000,110297000,0.00001702,380,47"
"ZCuAL10Fe3Mn2# ,108000000000,0.3,7550,41000000000,261955000,110297000,0.00001694,380,47"
"ZCuPb30 ,82000000000,0.32,9620,31000000000,950000000,0,0.0000195,380,47"
"ZCuSn5Pb5Zn5 ,85300000000,0.32,8410,32400000000,250000000,110000000,0.0000178,380,47"
"AL-1# ,69580000000,0.31,2700,2700000000,885000000,685000000,0.0000236,460,44"
"LC4# ,75000000000,0.35,2820,2760000000,885000000,685000000,0.00002428,460,44"
"LD5# ,75500000000,0.4,2770,2692000000,885000000,685000000,0.00002364,460,44"
"LD9# ,74000000000,0.34,2800,28000000000,420507000,317104000,0.000022,1000,150"
"LD10# ,74800000000,0.35,2820,2840000000,885000000,685000000,0.00002274,460,44"
"LY12# ,74200000000,0.36,2850,2730000000,885000000,685000000,0.00002384,460,44"
"ZALSi12# ,77500000000,0.33,2570,2840000000,885000000,685000000,0.0000233,460,44"
"ZALSi9Mg# ,72520000000,0.32,2500,2744000000,885000000,685000000,0.0000212,460,44"
"1050 (GB) ,69000000000,0.33,2700,27000000000,68935600,27574200,0.000024,900,200"
"1050-O (GB) ,69000000000,0.33,2705,26000000000,60000000,30000000,0.000024,900,234"
"1050-H12 (GB) ,69000000000,0.33,2705,26000000000,80000000,70000000,0.0000236,900,230"
"1050-H12 Rod (GB) ,69000000000,0.33,2705,26000000000,80000000,57000000,0.000024,900,230"
"1050-H14 (GB) ,69000000000,0.33,2705,26000000000,95000000,80000000,0.0000236,900,230"
"1050-H16 (GB) ,69000000000,0.33,2705,26000000000,1200000000,105000000,0.0000236,900,230"
"1050-H18 (GB) ,69000000000,0.33,2705,26000000000,125000000,100000000,0.0000236,900,230"
"1050-H18 Rod (GB) ,69000000000,0.33,2705,26000000000,125000000,108000000,0.000024,900,230"
"1200-O Rod (GB) ,68900000000,0.33,2710,26000000000,89600000,34500000,0.000024,904.00002,222"
"1200-H12 Rod (GB) ,68899999795.8328,0.33,2710.000001,26000000131.0994,109999998.963554,99284505.021619,0.000024,904.000021,219.999998"
"1200-H16 Rod (GB) ,68899999795.8328,0.33,2709.86221,26000000131.0994,130000000.655497,122726679.81839,0.000024,904.000021,219.999998"
"1200-H26 Rod (GB) ,69000000666.1372,0.33,2704.999986,26000000131.0994,130000000.655497,118589825.44249,0,900.000005,229.999998"
"1145 (GB) ,69000000000,0.33,2700,27000000000,82722700,27574200,0.000024,1000,230"
"2014 Alloy (GB) ,73000000000,0.33,2800,28000000000,165445000,96509800,0.000023,960,160"
"2014-O (GB) ,72400000000,0.33,2800,28000000000,205000000,95000000,0.000023,880,192"
"2014-T4 (GB) ,72400000000,0.33,2800,28000000000,425000000,290000000,0.000023,880,134"
"2014-T6 (GB) ,72400000000,0.33,2800,28000000000,440000000,395000000,0.000023,880,155"
"2014-H112 (GB) ,72400000000,0.33,2800,28000000000,440000000,395000000,0.000023,880,155"
"2014-T62 (GB) ,72400000000,0.33,2800,28000000000,460000000,405000000,0.000023,880,155"
"2A90 (GB) ,74000000000,0.33,2800,27000000000,420507000,317104000,0.000022,1000,150"
"2024 (GB) ,73000000000,0.33,2800,28000000000,186126000,758291000,0.000023,800,140"
"2024-O (GB) ,72400000000,0.33,2780,28000000000,185000000,75000000,0.0000232,875,193"
"2024-T3 (GB) ,72400000000,0.33,2780,28000000000,405000000,275000000,0.0000232,875,120"
"2024-T4 (GB) ,72400000000,0.33,2780,28000000000,400000000,260000000,0.0000232,875,120"
"2219-O (GB) ,72000000000,0.33,2840,27000000000,170000000,70000000,0.0000223,864,170"
"2219-T31 (GB) ,72000000000,0.33,2840,27000000000,360000000,250000000,0.0000223,864,116"
"2219-T37 (GB) ,72000000000,0.33,2840,27000000000,395000000,315000000,0.0000223,864,116"
"2219-T62 (GB) ,72000000000,0.33,2840,27000000000,415000000,290000000,0.0000223,864,120"
"2219-T81 (GB) ,72000000000,0.33,2840,27000000000,455000000,350000000,0.0000223,864,120"
"2219-T87 (GB) ,72000000000,0.33,2840,27000000000,475000000,395000000,0.0000223,864,120"
"2618-T61 (GB) ,74499996822.1984,0.33,2760.000003,26999999870.9587,440999997.662501,371999996.996363,0.000022,874.999999,145.999999"
"3003 Alloy (GB) ,69000000000,0.33,2700,27000000000,110297000,41361300,0.000023,1000,170"
"3003-O (GB) ,69000000000,0.33,2730,25000000000,110000000,40000000,0.0000232,893,193"
"3003-O, Rod (GB) ,69000000666.1372,0.33,2730.000002,24999999701.7643,105000000,36000000,0.000023,893.000008,193.000002"
"3003-H12 (GB) ,69000000000,0.33,2730,25000000000,130000000,125000000,0.0000232,893,162"
"3003-H12, Rod (GB) ,69000000666.1372,0.33,2730.000002,24999999701.7643,130000000.655497,124999998.508822,0.000023,893.000008,161.999999"
"3003-H14 (GB) ,69000000000,0.33,2730,25000000000,150000000,145000000,0.0000232,893,159"
"3003-H14, Rod (GB) ,69000000666.1372,0.33,2730.000002,24999999701.7643,150000002.347441,145000000.200765,0.000023,893.000008,159.000002"
"3003-H16 (GB) ,69000000000,0.33,2730,25000000000,180000000,170000000,0.0000232,893,157"
"3003-H18 (GB) ,69000000000,0.33,2730,25000000000,200000000,185000000,0.0000232,893,155"
"3003-H18, Rod (GB) ,69000000666.1372,0.33,2730.000002,24999999701.7643,200000003.129921,184999996.689895,0.000023,893.000008,155.000002"
"3004-H34, Rod (GB) ,68899999795.8328,0.35,2720.000001,24999999701.7643,241000001.427337,200000003.129921,0.000024,893.000008,163.000002"
"3004-O, Rod (GB) ,68899999795.8328,0.35,2720.000001,24999999701.7643,178999999.629691,69000000.666137,0.000024,893.000008,163.000002"
"4032-T6 (GB) ,79000000000,0.34,2680,26000000000,380000000,315000000,0.0000194,850,138"
"5A03-O (GB) ,70000000000,0.33,2680,25900000000,195000000,90000000,0.0000238,880,137"
"5A03-O, Rod (GB) ,70000002474.4237,0.33,2679.999999,25899999950.2707,195000000.983246,72394951.578264,0.000024,880.000008,137.000003"
"5A03-H32 (GB) ,70000000000,0.33,2680,25900000000,230000000,195000000,0.0000238,880,137"
"5A03-H34 (GB) ,70000000000,0.33,2680,25900000000,2250000000,215000000,0.0000238,880,137"
"5A03-H36 (GB) ,70000000000,0.33,2680,25900000000,275000000,240000000,0.0000238,880,127"
"5A03-H38 (GB) ,70000000000,0.33,2680,25900000000,290000000,255000000,0.0000238,880,137"
"5A03-H38, Rod (GB) ,70000002474.4237,0.33,2679.999999,25899999950.2707,285000000.401531,245999999.164319,0.000024,880.000008,137.000003"
